source_concept_id,original_source_concept_id,type,Reference FSN,Mapping relationship,Reference code system,Reference code,source_concept_name,CIEL concept_id
1175,1175,Symptom/Finding,Feeling irritable (finding),SAME-AS,SNOMED-CT,55929007,Irritability,6023
1176,1176,Symptom/Finding,Weight gain (finding),SAME-AS,SNOMED-CT,8943002,Weight gain,5544
1177,1177,Diagnosis,Muscle pain (finding),SAME-AS,SNOMED-CT,68962001,Muscle pain,133632
1178,1178,Symptom/Finding,Blood in urine (finding),SAME-AS,SNOMED-CT,34436003,Hematuria,840
1179,1179,Finding,Body mass index (BMI) [Ratio],NARROWER-THAN,LOINC,39156-5,Body mass index,1342
1180,1180,Finding,Cavitation of lung (disorder),SAME-AS,SNOMED-CT,301863008,Cavitary lesion,6052
1181,1181,Finding,Abnormal findings on diagnostic imaging of lung (finding),NARROWER-THAN,SNOMED-CT,274533004,Diffuse non-miliary changes,1137
1182,1182,Finding,Infiltration (morphologic abnormality),SAME-AS,SNOMED-CT,47351003,Infiltrate,6049
1183,1183,Finding,Cardiomegaly (disorder),SAME-AS,SNOMED-CT,8186001,Evidence of cardiac enlargement,5158
1184,1184,Procedure,Dressing of wound (procedure),SAME-AS,SNOMED-CT,182531007,Clean and dressing,441
1185,1185,Procedure,Excision of appendix (procedure),SAME-AS,SNOMED-CT,80146002,Appendectomy,161768
1186,1186,Radiology/Imaging Procedure,US Chest,SAME-AS,LOINC,24630-6,Ultrasound of chest,161288
1187,1187,Procedure,Colonoscopy (procedure),SAME-AS,SNOMED-CT,73761001,Colonoscopy,161166
1188,1188,Radiology/Imaging Procedure,CT Chest,SAME-AS,LOINC,24627-2,"CT scan, chest",161165
1189,1189,Test,Standard electrocardiogram (procedure),SAME-AS,SNOMED-CT,164847006,12-lead electrocardiogram,161157
1190,1190,Radiology/Imaging Procedure,XR Chest Views,SAME-AS,LOINC,30745-4,"X-ray, chest",12
1191,1191,Diagnosis,Pleural effusion (disorder),SAME-AS,SNOMED-CT,60046008,Pleural effusion,114108
1192,1192,Finding,Abnormal findings on diagnostic imaging of lung (finding),NARROWER-THAN,SNOMED-CT,274533004,Miliary changes,1137
1193,1193,Procedure,Esophagogastroduodenoscopy (procedure),SAME-AS,SNOMED-CT,76009000,Esophagogastroduodenoscopy,161221
1194,1194,Radiology/Imaging Procedure,MG Breast Views,SAME-AS,LOINC,36625-2,Mammogram,163591
1195,1195,Procedure,Laparoscopic cholecystectomy (procedure),SAME-AS,SNOMED-CT,45595009,Laparoscopic cholecystectomy,162897
1196,1196,Radiology/Imaging Procedure,XR Hip - bilateral 2 Views,SAME-AS,LOINC,69058-6,"X-ray of bilateral hips, 2 views",161334
1197,1197,Radiology/Imaging Procedure,XR Hip - right 2 Views,SAME-AS,LOINC,37721-8,"X-ray of right hip, two views",161333
1198,1198,Radiology/Imaging Procedure,XR Hip - left 2 Views,SAME-AS,LOINC,36664-1,"X-ray of left hip, two views",161332
1200,1200,ConvSet,Administration of vaccine to produce active immunity (procedure),SAME-AS,SNOMED-CT,33879002,Immunizations,984
1201,1201,Procedure,Administration of vaccine product containing only live attenuated Mycobacterium bovis antigen (procedure),SAME-AS,SNOMED-CT,42284007,Bacillus Calmette–Guérin vaccine,886
1202,1202,Drug,Vitamin A,SAME-AS,RxNORM,11246,Vitamin A,86339
1203,1203,Drug,Administration of vaccine product containing only Streptococcus pneumoniae antigen (procedure),SAME-AS,SNOMED-CT,12866006,Pentavalent pneumovax,1423
1204,1204,Drug,"Rotavirus vaccine, live",SAME-AS,RxNORM,253199,"Rotavirus vaccine, live",83531
1205,1205,Procedure,Administration of vaccine product containing only Human poliovirus antigen (procedure),SAME-AS,SNOMED-CT,72093006,"Polio vaccination, inactivated",1422
1206,1206,Finding,History of vaccination (situation),NARROWER-THAN,SNOMED-CT,425457005,Immunization history,1421
1207,1207,Finding,Lot number [Identifier] Vaccine,SAME-AS,LOINC,30959-1,Vaccine lot number,1420
1208,1208,Finding,Manufacturer name [Identifier] Vaccine,SAME-AS,LOINC,30957-5,Vaccine manufacturer,1419
1210,1210,Drug,Pneumococcal vaccine,SAME-AS,RxNORM,106467,Pneumococcal vaccine,82215
1212,1212,Procedure,Administration of vaccine product containing only Human poliovirus antigen (procedure),NARROWER-THAN,SNOMED-CT,72093006,"Polio vaccination, oral",783
1213,1213,Procedure,Administration of vaccine product containing only Hepatitis B virus antigen (procedure),SAME-AS,SNOMED-CT,16584000,Hepatitis B vaccination,782
1214,1214,Procedure,Administration of vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens (procedure),SAME-AS,SNOMED-CT,399014008,Diphtheria tetanus and pertussis vaccination,781
1215,1215,Procedure,Administration of vaccine product containing only Yellow fever virus antigen (procedure),SAME-AS,SNOMED-CT,67308009,Yellow fever vaccination,5864
1216,1216,Procedure,Administration of booster dose of vaccine product containing only Clostridium tetani antigen (procedure),SAME-AS,SNOMED-CT,170333009,Tetanus booster,54
1217,1217,Drug,Hemophilus influenza B vaccine,NARROWER-THAN,RxNORM,50937,Hemophilus influenza B vaccine,5261
1218,1218,Procedure,Administration of vaccine product containing only Measles morbillivirus antigen (procedure),SAME-AS,SNOMED-CT,47435007,Measles vaccination,36
1219,1219,Drug,Diptheria tetanus booster,SAME-AS,RxNORM,1007589,Diptheria tetanus booster,17
1220,1220,Drug,"Diphtheria toxoid / hepatitis B vaccines / pertussis, acellular / tetanus toxoid / haemophilus capsular oligosaccharide",SAME-AS,RxNORM,1007545,"Diphtheria toxoid / hepatitis B vaccines / pertussis, acellular / tetanus toxoid / haemophilus capsular oligosaccharide",1685
1221,1221,Drug,Vaccine product (medicinal product),NARROWER-THAN,SNOMED-CT,787859002,"RTS,S/AS01 vaccine",166703
1222.1,1222,Procedure,Booster vaccination (procedure),NARROWER-THAN,SNOMED-CT,359953009,Administration of booster severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine,166660
1222.2,1222,Procedure,Administration of vaccine product against severe acute respiratory syndrome coronavirus 2 (procedure),NARROWER-THAN,SNOMED-CT,1156257007,Administration of booster severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine,166660
1223,1223,Question,Vaccine (substance),NARROWER-THAN,SNOMED-CT,398827000,"Immunization, non-coded",166011
1224,1224,Finding,Therapeutic substance expiration date (observable entity),NARROWER-THAN,SNOMED-CT,427416004,Vaccine lot expiration date,165907
1225,1225,Question,Procedure related observable (observable entity),NARROWER-THAN,SNOMED-CT,416342005,Procedure received by patient,163100
1226,1226,Drug,Vaccine product containing only Measles morbillivirus and Rubella virus antigens (medicinal product),SAME-AS,SNOMED-CT,871817003,Measles-Rubella vaccine,162586
1227,1227,Drug,Diphtheria + pertussis + tetanus + Haemophilus influenzae type b vaccine (product),NARROWER-THAN,SNOMED-CT,412373007,"Diphtheria Toxoid / Haemophilus influenzae b, capsular polysaccharide  / Hepatitis B surface antigen / Pertussis (whole cell) / Tetanus toxoid conjugate vaccine",162339
1228,1228,Procedure,Administration of vaccine product containing only Neisseria meningitidis antigen (procedure),SAME-AS,SNOMED-CT,41088001,Meningococcal vaccination,159900
1229,1229,Drug,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)",SAME-AS,RxNORM,1007534,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain / Mumps Virus Vaccine Live, Jeryl Lynn Strain / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)",159701
1231,1231,Drug,Ciprofloxacin,SAME-AS,RxNORM,2551,Ciprofloxacin,73449
1232,1232,Drug,Paracetamol,SAME-AS,RxNORM,161,Paracetamol,70116
1233,1233,Drug,Streptomycin,SAME-AS,RxNORM,10109,Streptomycin,84360
1234,1234,Drug,Isoniazid,SAME-AS,RxNORM,6038,Isoniazid,78280
1235,1235,Drug,Rifampicin,SAME-AS,RxNORM,9384,Rifampicin,767
1236,1236,Drug,Ethambutol,SAME-AS,RxNORM,4110,Ethambutol,75948
1237,1237,Drug,Calcium,SAME-AS,RxNORM,1895,Calcium,72650
1238,1238,Drug,Pyrazinamide,SAME-AS,RxNORM,8987,Pyrazinamide,82900
1239,1239,Drug,Pioglitazone,SAME-AS,RxNORM,33738,Pioglitazone,82111
1240,1240,Drug,Glipizide,SAME-AS,RxNORM,4821,Glipizide,77032
1241,1241,Drug,Aceclofenac,SAME-AS,RxNORM,16689,Aceclofenac,70102
1242,1242,Drug,Acyclovir,SAME-AS,RxNORM,281,Acyclovir,70245
1243,1243,Drug,Adrenaline,SAME-AS,RxNORM,3992,Adrenaline,75744
1244,1244,Drug,Albendazole,SAME-AS,RxNORM,430,Albendazole,70439
1245,1245,Drug,Allopurinol,SAME-AS,RxNORM,519,Allopurinol,70878
1246,1246,Drug,Alprazolam,SAME-AS,RxNORM,596,Alprazolam,70938
1247,1247,Drug,Amikacin,SAME-AS,RxNORM,641,Amikacin,71060
1248,1248,Drug,Amitriptyline,SAME-AS,RxNORM,704,Amitriptyline,931
1250,1250,Drug,Amoxicillin,SAME-AS,RxNORM,723,Amoxicillin,71160
1251,1251,Drug,Amoxicillin & Clavulanate,SAME-AS,RxNORM,19711,Amoxicillin & Clavulanate,450
1252,1252,Drug,Amoxicillin & Clavulanic Acid,SAME-AS,RxNORM,19711,Amoxicillin & Clavulanic Acid,450
1254,1254,Drug,Amphotericin B,SAME-AS,RxNORM,732,Amphotericin B,71184
1255,1255,Drug,Ampicillin,SAME-AS,RxNORM,733,Ampicillin,71188
1256,1256,Drug,Product containing ampicillin and cloxacillin (medicinal product),SAME-AS,SNOMED-CT,346320003,Ampicillin & Cloxacillin,294
1257,1257,Drug,Antacid (substance),SAME-AS,SNOMED-CT,372794006,Antacid,944
1258,1258,Drug,Antioxidant,SAME-AS,RxNORM,72901,Antioxidant,76346
1259,1259,Drug,Atenolol,SAME-AS,RxNORM,1202,Atenolol,71652
1260,1260,Drug,Atorvastatin,SAME-AS,RxNORM,83367,Atorvastatin,71665
1261,1261,Drug,Atropine,SAME-AS,RxNORM,1223,Atropine,71681
1262,1262,Drug,Beclomethasone Dipropionate,SAME-AS,RxNORM,1348,Beclomethasone Dipropionate,71917
1263,1263,Drug,Benzoic & Salicylic Acid,SAME-AS,RxNORM,1006911,Benzoic & Salicylic Acid,103878
1264,1264,Drug,Benzoyl Peroxide,SAME-AS,RxNORM,1418,Benzoyl Peroxide,72063
1265,1265,Drug,Betamethasone,SAME-AS,RxNORM,1514,Betamethasone,72120
1266,1266,Drug,Bupivacaine Hydrochloride,SAME-AS,RxNORM,267396,Bupivacaine Hydrochloride,72506
1267,1267,Drug,Caffeine Citrate,SAME-AS,RxNORM,20033,Caffeine Citrate,72610
1268,1268,Drug,Calamine,SAME-AS,RxNORM,106212,Calamine,72621
1269,1269,Drug,Calcium Gluconate,SAME-AS,RxNORM,1908,Calcium Gluconate,72678
1270,1270,Drug,Carbamazine,SAME-AS,RxNORM,2002,Carbamazine,72822
1271,1271,Drug,Cefadroxil,SAME-AS,RxNORM,2177,Cefadroxil,72990
1272,1272,Drug,Cefazolin,SAME-AS,RxNORM,2180,Cefazolin,72998
1273,1273,Drug,Cefepime,SAME-AS,RxNORM,20481,Cefepime,73003
1274,1274,Drug,Cefixime,SAME-AS,RxNORM,25033,Cefixime,73006
1275,1275,Drug,Ceftazidime,SAME-AS,RxNORM,2191,Ceftazidime,73034
1276,1276,Drug,Cetirizine,SAME-AS,RxNORM,20610,Cetirizine,73136
1277,1277,Drug,Dipirone,SAME-AS,RxNORM,3523,Dipirone,75047
1278,1278,Drug,Chlordiazepoxide,SAME-AS,RxNORM,611854,Chlordiazepoxide,104171
1279,1279,Drug,Chlorhexidine Gluconate,SAME-AS,RxNORM,20791,Chlorhexidine Gluconate,73265
1280,1280,Drug,Chloroquine,SAME-AS,RxNORM,2393,Chloroquine,73300
1281,1281,Drug,Chlorpheniramine,SAME-AS,RxNORM,2400,Chlorpheniramine,913
1282,1282,Drug,Chlorpromazine,SAME-AS,RxNORM,2403,Chlorpromazine,73330
1283,1283,Drug,Clarithromycine,SAME-AS,RxNORM,21212,Clarithromycine,73498
1284,1284,Drug,Clobazam,SAME-AS,RxNORM,21241,Clobazam,73561
1285,1285,Drug,Clobetasol Propionate,SAME-AS,RxNORM,21245,Clobetasol Propionate,73565
1286,1286,Drug,Clonazepan,SAME-AS,RxNORM,2598,Clonazepan,73596
1287,1287,Drug,Clotrimazole,SAME-AS,RxNORM,2623,Clotrimazole,73624
1289,1289,Drug,Clotrimazole Otic,SAME-AS,RxNORM,2623,Clotrimazole Otic,73624
1291,1291,Drug,Cloxacillin,SAME-AS,RxNORM,2625,Cloxacillin,73628
1292,1292,Drug,Codeine Phosphate,SAME-AS,RxNORM,2672,Codeine Phosphate,73671
1293,1293,Drug,Co-trimoxazole,SAME-AS,RxNORM,10831,Co-trimoxazole,105281
1295,1295,Drug,Cycloserine,SAME-AS,RxNORM,3007,Cycloserine,74123
1296,1296,Drug,Dexamethasone,SAME-AS,RxNORM,3264,Dexamethasone,74609
1297,1297,Drug,Dextrose,SAME-AS,RxNORM,349944,Dextrose,74675
1298,1298,Drug,Dextrose & Normal Saline (DNS),SAME-AS,RxNORM,108190,Dextrose & Normal Saline (DNS),104745
1299,1299,Drug,Diazepam,SAME-AS,RxNORM,3322,Diazepam,74745
1300,1300,Drug,Diclofenac,SAME-AS,RxNORM,3355,Diclofenac,74778
1301,1301,Drug,Dicyclomine,SAME-AS,RxNORM,3361,Dicyclomine,74803
1302,1302,Drug,Diethylcarbamazine,SAME-AS,RxNORM,3384,Diethylcarbamazine,74820
1303,1303,Drug,Digoxin,SAME-AS,RxNORM,3407,Digoxin,74860
1304,1304,Drug,Disodium Hydrogen Citrate,SAME-AS,RxNORM,1366889,Disodium Hydrogen Citrate,168007
1305,1305,Drug,Domperidone,SAME-AS,RxNORM,3626,Domperidone,75161
1306,1306,Drug,Dopamine,SAME-AS,RxNORM,3628,Dopamine,75177
1307,1307,Drug,Doxycycline,SAME-AS,RxNORM,3640,Doxycycline,75222
1308,1308,Drug,Enalapril,SAME-AS,RxNORM,3827,Enalapril,75633
1309,1309,Drug,Ethamsylate,SAME-AS,RxNORM,4112,Ethamsylate,75952
1310,1310,Drug,Ethionamide,SAME-AS,RxNORM,4127,Ethionamide,75976
1312,1312,Drug,Finasteride,SAME-AS,RxNORM,25025,Finasteride,76376
1313,1313,Drug,Fluconazole,SAME-AS,RxNORM,4450,Fluconazole,76488
1314,1314,Drug,Fluoxetine,SAME-AS,RxNORM,4493,Fluoxetine,76552
1315,1315,Drug,Folic Acid,SAME-AS,RxNORM,4511,Folic Acid,76613
1316,1316,Drug,Frusemide,SAME-AS,RxNORM,4603,Frusemide,76734
1317,1317,Drug,Frusemide & Amiloride,SAME-AS,RxNORM,818351,Frusemide & Amiloride,103540
1318,1318,Drug,Furosemide,SAME-AS,RxNORM,4603,Furosemide,76734
1319,1319,Drug,Furosemide & Spironolactone,SAME-AS,RxNORM,392462,Furosemide & Spironolactone,104694
1320,1320,Drug,Fusidic Acid,SAME-AS,RxNORM,4608,Fusidic Acid,76739
1321,1321,Drug,Gabapentin,SAME-AS,RxNORM,25480,Gabapentin,76750
1323,1323,Drug,Gentamycin,SAME-AS,RxNORM,1596450,Gentamycin,100
1324,1324,Drug,Gentian Violet,SAME-AS,RxNORM,4778,Gentian Violet,76948
1325,1325,Drug,Glimepiride,SAME-AS,RxNORM,25789,Glimepiride,77031
1327,1327,Drug,Glyceryl Trinitrate,SAME-AS,RxNORM,4917,Glyceryl Trinitrate,80704
1328,1328,Drug,Haloperidol,SAME-AS,RxNORM,5093,Haloperidol,77335
1329,1329,Drug,Hydrocortisone,SAME-AS,RxNORM,5492,Hydrocortisone,77714
1331,1331,Drug,Product containing only scopolamine (medicinal product),SAME-AS,SNOMED-CT,777502000,Hyoscine Butylbromide,431
1332,1332,Drug,Ibuprofen,SAME-AS,RxNORM,5640,Ibuprofen,77897
1334,1334,Drug,Indomethacin,SAME-AS,RxNORM,5781,Indomethacin,78010
1335,1335,Drug,Insulin,SAME-AS,RxNORM,5856,Insulin,78056
1336,1336,Drug,Ipratropium,SAME-AS,RxNORM,7213,Ipratropium,78199
1337,1337,Drug,Ipratropium Bromide,SAME-AS,RxNORM,203212,Ipratropium Bromide,78200
1338,1338,Drug,Isosorbide Mononitrate,SAME-AS,RxNORM,28004,Isosorbide Mononitrate,78306
1339,1339,Drug,Ivermectin,SAME-AS,RxNORM,6069,Ivermectin,78342
1340,1340,Drug,Ketamine,SAME-AS,RxNORM,6130,Ketamine,78467
1341,1341,Drug,Ketoconazole,SAME-AS,RxNORM,6135,Ketoconazole,78476
1342,1342,Drug,Lactulose,SAME-AS,RxNORM,6218,Lactulose,78632
1343,1343,Drug,Levofloxacin,SAME-AS,RxNORM,82122,Levofloxacin,78788
1344,1344,Drug,Levonorgestrel & Ethinylestradiol,SAME-AS,RxNORM,214558,Levonorgestrel & Ethinylestradiol,104625
1345,1345,Drug,Levothyroxine,SAME-AS,RxNORM,40144,Levothyroxine,78809
1346,1346,Drug,Lignocaine,SAME-AS,RxNORM,6387,Lignocaine,78849
1347,1347,Drug,Lignocaine & Adrenaline,SAME-AS,RxNORM,107602,Lignocaine & Adrenaline,104584
1348,1348,Drug,Losartan,SAME-AS,RxNORM,52175,Losartan,79074
1349,1349,Drug,Magnesium,SAME-AS,RxNORM,6574,Magnesium,79224
1350,1350,Drug,Mannitol,SAME-AS,RxNORM,6628,Mannitol,79303
1351,1351,Drug,Medroxyprogesterone,SAME-AS,RxNORM,6691,Medroxyprogesterone,79494
1352,1352,Drug,Medroxyprogesterone Acetate,SAME-AS,RxNORM,1000112,Medroxyprogesterone Acetate,907
1353,1353,Drug,Methotrexate,SAME-AS,RxNORM,6851,Methotrexate,79700
1354,1354,Drug,Methylergometrine,SAME-AS,RxNORM,6883,Methylergometrine,79729
1355,1355,Drug,Metoclopramide,SAME-AS,RxNORM,6915,Metoclopramide,79755
1356,1356,Drug,Metronidazole & Diloxanide,SAME-AS,RxNORM,108249,Metronidazole & Diloxanide,104492
1358,1358,Drug,Midazolam,SAME-AS,RxNORM,6960,Midazolam,79853
1359.1,1359,Drug,Product containing misoprostol (medicinal product),NARROWER-THAN,SNOMED-CT,43684009,Mifepristone & Misoprostol,162484
1359.2,1359,Drug,Product containing mifepristone (medicinal product),NARROWER-THAN,SNOMED-CT,129483007,Mifepristone & Misoprostol,162484
1360,1360,Drug,Miltefosine,SAME-AS,RxNORM,1494066,Miltefosine,162488
1361,1361,Drug,Mirtazapine,SAME-AS,RxNORM,15996,Mirtazapine,79982
1362,1362,Drug,Misoprostol,SAME-AS,RxNORM,42331,Misoprostol,79984
1363,1363,Drug,Naloxone,SAME-AS,RxNORM,7242,Naloxone,80367
1364,1364,Drug,Neomycin & Polymyxin B & Bacitracin Zinc,SAME-AS,RxNORM,477619,Neomycin & Polymyxin B & Bacitracin Zinc,103772
1365,1365,Drug,Nifedipine,SAME-AS,RxNORM,7417,Nifedipine,80637
1366,1366,Drug,Nimesulide,SAME-AS,RxNORM,53694,Nimesulide,80665
1367,1367,Drug,Nitrofurantoin,SAME-AS,RxNORM,7454,Nitrofurantoin,80696
1368,1368,Drug,Normal Saline (NS),SAME-AS,RxNORM,125464,Normal Saline (NS),80804
1369,1369,Drug,Ofloxacin,SAME-AS,RxNORM,7623,Ofloxacin,81022
1370,1370,Drug,Omeprazole,SAME-AS,RxNORM,7646,Omeprazole,81041
1372,1372,Drug,Oral rehydration salts (product),SAME-AS,SNOMED-CT,346599006,Oral Rehydration Solution (ORS),351
1373,1373,Drug,Oxymetazoline,SAME-AS,RxNORM,7812,Oxymetazoline,81345
1374,1374,Drug,Oxytocin,SAME-AS,RxNORM,7824,Oxytocin,81369
1376,1376,Drug,Pantoprazole,SAME-AS,RxNORM,40790,Pantoprazole,81550
1378,1378,Drug,Paracetamol Paediatric,SAME-AS,RxNORM,161,Paracetamol Paediatric,70116
1380.1,1380,Drug,Product containing turpentine oil (medicinal product),NARROWER-THAN,SNOMED-CT,411457000,"Paradichlorobenzene, Benzocaine, Chlorbutol & Turpentine Oil",169231
1380.2,1380,Drug,Product containing benzocaine (medicinal product),NARROWER-THAN,SNOMED-CT,65020006,"Paradichlorobenzene, Benzocaine, Chlorbutol & Turpentine Oil",169231
1381,1381,Drug,Pheniramine,SAME-AS,RxNORM,8132,Pheniramine,81944
1382,1382,Drug,Pheniramine Maleate,SAME-AS,RxNORM,266959,Pheniramine Maleate,81946
1383,1383,Drug,Phenobarbitone,SAME-AS,RxNORM,8134,Phenobarbitone,81951
1384,1384,Drug,Phenytoin,SAME-AS,RxNORM,8183,Phenytoin,82023
1386,1386,Drug,Snake antivenom immunoglobulin (substance),NARROWER-THAN,SNOMED-CT,720561009,Polyvalent Anti Snake Serum,165460
1387,1387,Drug,Potassium Chloride,SAME-AS,RxNORM,8591,Potassium Chloride,82350
1388,1388,Drug,Prednisolone,SAME-AS,RxNORM,8638,Prednisolone,82446
1389,1389,Drug,Primaquine,SAME-AS,RxNORM,8687,Primaquine,82521
1390,1390,Drug,Prochlorperazine Maleate,SAME-AS,RxNORM,8706,Prochlorperazine Maleate,82576
1391,1391,Drug,Promethazine,SAME-AS,RxNORM,8745,Promethazine,82667
1392,1392,Drug,Promethazine Hydrochloride (HCl),SAME-AS,RxNORM,142445,Promethazine Hydrochloride (HCl),82670
1393,1393,Drug,Propofol,SAME-AS,RxNORM,8782,Propofol,82726
1394,1394,Drug,Propranolol,SAME-AS,RxNORM,8787,Propranolol,82732
1395,1395,Drug,Pyridoxine,SAME-AS,RxNORM,9008,Pyridoxine,82912
1396,1396,Drug,Pyrimethamine Sulfadoxine,SAME-AS,RxNORM,203218,Pyrimethamine Sulfadoxine,105232
